,title,year,genre,score,review
150,너의 결혼식,2018,"멜로, 로맨스",9, 관람객 좋은영화 잘보고 갑니다 
151,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 재밌어요! 반전을 기대했는데 그것이 조금 아쉽네요! 
152,너의 결혼식,2018,"멜로, 로맨스",9, 관람객 조금은씁쓸하지만그래도아주현실적인결말에박수를!!:) 
153,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 현실적인 첫사랑영화라서 더욱 공감갔던 작품~! 배우들의 연기가 더욱 빛났던 사랑스러운 영화~♡ 
154,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 반가운 박보영 너무예뻐요 
155,너의 결혼식,2018,"멜로, 로맨스",9, 관람객 결말이 현실적이다 ㅠㅠ 그래서 현실이다 
156,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 순수한 둘의 모습이 사랑스럽고 안타깝고 기특해지는 두시간. 
157,너의 결혼식,2018,"멜로, 로맨스",9, 관람객 사랑은 타이밍이다 맞는말인거 같아요ㅎ 재밌게 봤습니다 
158,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 어느 한 노래가 생각나더군요. 장범준의 '사랑이란 말이 어울이는 사람'. 너무 재밌게 봤습니다.둘이 이어지지 않아서 아쉬운 마음도 있었지만 그런 아쉬운 마음이 진정한 첫사랑이 아닌지 느끼게되는 영화였습... 
159,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 존잼 졸잼 개꿀잼ㅠㅠ 꼭 보세여 
160,너의 결혼식,2018,"멜로, 로맨스",7, 관람객 옛기억이 조금 떠오르게 하는 영화이네요~ 
161,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 결말도 그렇고 스토리를 풀어가는 것도 매우 영화스러워서 긴장감은 없었다. 하지만 배우들 표현력이 좋아서그런지 공감되는 부분들이 있었고 그런 장면들은 재미있었다. 커플끼리 재밌게 볼만한 영화다. 
162,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 다시 그때로 되돌릴 수 있다면 널 놓치지 않을게 
163,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 12세 관람가는 아닌듯..재밌었어요 
164,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 시간 가는줄 모르고 너무 잘 봤어요. 옛날 생각도 나고 좋았어요~ 간만에 상큼한 영화~~~!!!박보영 러블리! 김영광 넘 밝고 ~~^^ 
165,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 진짜 너무 재밌어서 보는내내 미소만 띄고봤던거 같네요 사랑에 대한 쓸쓸함도 적절하게가미가 되서 후회없는 선택 이었어요!하숙집아줌마 신의한수 
166,너의 결혼식,2018,"멜로, 로맨스",7, 관람객 아 뭔가 너무 현실적이라 마음아프다. 진짜 결혼상대는 따로 있다는말이 맞는거 같다. 아무리 사랑해도 타이밍이 안맞으면 끝이다. 그게 현실이고. 
167,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 재밌어요 재밌고요 재밌죠 
168,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 주연들이 좋아서 재밌게본것같아요 
169,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 완전 재밌었어요 ㅋㅋㅋ 
170,너의 결혼식,2018,"멜로, 로맨스",10," 관람객 12세는 적당하지 않습니다 15 ,16세 같습니다 "
171,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 너무재밌다 강추합니다 
172,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 결말이뻔하지않아서좋음 
173,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 넘나 재밋다 연인과 함께보면 좋을영화 
174,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 너무 웃기고 현실적인 결말이에요 
175,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 그 시절을 다시 회상하게되고 그립고 추억을 다시생각나게해준 고맙운 영화였어요 ㅠ웃고울고 잘봤어요!!! 
176,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 보영이누나 넘이뻣어여. 
177,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 ㅋㅋ짱!아련한 옛사랑이 생각나네요 
178,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 강기영씨감초역할진짜잘하시는듯ㅎㅎ훈훈하고 기분좋게봤어요 너무현실적이라 마지막이좀아쉬웠지만 그래서 더 공감가네요ㅎㅎ 
179,너의 결혼식,2018,"멜로, 로맨스",9, 관람객 재밌음 현실을 보는기분임 
180,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 너무 재밌었어요~~~ 
181,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 첫사랑 생각나서 울컥울컥~~재밌었어요 
182,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 최근에 본 영화중에 가장 재밌고 예쁜영화였다. 
183,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 개잼..기대이상.. 김영광 연기왜케잘해? 
184,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 첫사랑이 있는 사람이라면 누구나 공감 할 영화 
185,너의 결혼식,2018,"멜로, 로맨스",7, 관람객 첫사랑이라는걸 아직 안해본 걸까?남주친구들 부분 빼곤 그저그랬던 
186,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 진짜 재미있고 봐도 절대 후회 안됐던 영화다그리고 배우들 전부 연기를 잘해서 더 집중 될 수 있었던 것 같다♡♡ 
187,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 김영광 박보영 잘어울린다 
188,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 진짜 재밌어요... 박보영예쁘다 
189,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 정말 재밋네요 오늘 메가박스 센트럴갓는데 뒷자석 발꼬랭랑네가 2시간동안낫습니다 앞좌석 발로 그만차라 이자슥들아 암튼 영화는재밋엇어요 여자친구가 폭소를해버렷습니다 여자친구가 1빠따로웃으면 사람들이 다따라웃더라구요ㅋㅋ... 
190,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 뻔하지만 재밌었어요없는 첫사랑 만들어주는 영화 
191,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 넘나 재밋어염 개꿀잼!!!ㅎㅎㅎㅎ 
192,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 재밋당열자나 넘어야해? 
193,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 재밌었어요. 친구분들 연기 인상적이였습니다 
194,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 한국로맨스를 항상 별로라고 생각해왔는데 내용이 마음에 너무 와닿고 집중해서볼슈있었어요 넘 재밌더용 ㅎㅎ 
195,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 강기영캐리 진짜 체고입니다 
